"inicio_del_intervalo","fin_del_intervalo","intervalo_completo","tipo_de_medios","abandono_no_rapido","abandono_rapido","cumplen_el_sla","contestadas","porcentaje_de_contestadas","abandonadas","porcentaje_de_abandono","velocidad_media_de_respuesta","porcentaje_nivel_de_servicio","porcentaje_del_objetivo_del_nivel_de_servicio","espera_media","manejo_medio","conversacion_media","tiempo_medio_de_trabajo_despues_de_llamada","created_at"
"1/7/2025 00:00","1/7/2025 00:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 00:30","1/7/2025 01:00",VERDADERO,voz,0.0,0.0,6.0,6.0,1.0,0.0,0.0,"00:00:00.500",1.0,0.0,"00:00:00.500","00:01:32.155","00:01:32.155","",2025-10-03 13:13:01.000
"1/7/2025 01:00","1/7/2025 01:30",VERDADERO,voz,0.0,0.0,2.0,2.0,1.0,0.0,0.0,"00:00:00.335",1.0,0.0,"00:00:00.335","00:04:01.272","00:04:01.272","",2025-10-03 13:13:01.000
"1/7/2025 01:30","1/7/2025 02:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 02:00","1/7/2025 02:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 02:30","1/7/2025 03:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 03:00","1/7/2025 03:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 03:30","1/7/2025 04:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 04:00","1/7/2025 04:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 04:30","1/7/2025 05:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 05:00","1/7/2025 05:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"1/7/2025 05:30","1/7/2025 06:00",VERDADERO,voz,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"00:00:00.571",1.0,0.0,"00:00:00.571","00:04:37.291","00:04:37.291","",2025-10-03 13:13:01.000
"1/7/2025 06:00","1/7/2025 06:30",VERDADERO,voz,1.0,0.0,2.0,2.0,0.4,1.0,0.2,"00:00:00.459",0.666666667,0.0,"00:00:20.278","00:04:37.906","00:04:37.906","",2025-10-03 13:13:01.000
"1/7/2025 06:30","1/7/2025 07:00",VERDADERO,voz,1.0,0.0,5.0,7.0,1.166666667,1.0,0.166666667,"00:01:04.748",0.625,0.0,"00:01:13.162","00:04:08.514","00:04:00.407","",2025-10-03 13:13:01.000
"1/7/2025 07:00","1/7/2025 07:30",VERDADERO,voz,0.0,0.0,11.0,12.0,1.0,0.0,0.0,"00:00:03.896",0.916666667,0.0,"00:00:03.896","00:02:54.536","00:02:53.497","",2025-10-03 13:13:01.000
"1/7/2025 07:30","1/7/2025 08:00",VERDADERO,voz,0.0,0.0,15.0,18.0,0.9,0.0,0.0,"00:00:08.728",0.833333333,0.0,"00:00:08.728","00:05:45.456","00:05:01.341","",2025-10-03 13:13:01.000
"1/7/2025 08:00","1/7/2025 08:30",VERDADERO,voz,1.0,0.0,38.0,60.0,1.016949153,1.0,0.016949153,"00:00:21.769",0.62295082,0.0,"00:00:22.544","00:05:39.732","00:04:34.220","",2025-10-03 13:13:01.000
"1/7/2025 08:30","1/7/2025 09:00",VERDADERO,voz,0.0,0.0,62.0,71.0,0.959459459,0.0,0.0,"00:00:05.967",0.873239437,0.0,"00:00:05.967","00:04:40.118","00:04:07.142","",2025-10-03 13:13:01.000
"1/7/2025 09:00","1/7/2025 09:30",VERDADERO,voz,0.0,0.0,81.0,87.0,1.035714286,0.0,0.0,"00:00:04.431",0.931034483,0.0,"00:00:04.431","00:04:12.915","00:03:38.104","",2025-10-03 13:13:01.000
"15/10/2025 04:00","15/10/2025 04:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-17 11:11:36.000
"1/7/2025 09:30","1/7/2025 10:00",VERDADERO,voz,0.0,1.0,77.0,88.0,0.967032967,1.0,0.010989011,"00:00:07.572",0.865168539,0.0,"00:00:07.516","00:04:13.061","00:03:45.432","",2025-10-03 13:13:01.000
"1/7/2025 10:00","1/7/2025 10:30",VERDADERO,voz,1.0,0.0,57.0,94.0,1.0,1.0,0.010638298,"00:00:16.279",0.6,0.0,"00:00:16.298","00:04:32.769","00:03:56.420","",2025-10-03 13:13:01.000
"1/7/2025 10:30","1/7/2025 11:00",VERDADERO,voz,6.0,3.0,38.0,99.0,0.860869565,9.0,0.07826087,"00:00:48.943",0.351851852,0.0,"00:00:48.631","00:05:02.214","00:04:22.515","00:00:03.198",2025-10-03 13:13:01.000
"1/7/2025 11:00","1/7/2025 11:30",VERDADERO,voz,5.0,0.0,59.0,114.0,0.991304348,5.0,0.043478261,"00:00:36.695",0.495798319,0.0,"00:00:36.701","00:04:21.528","00:03:52.233","",2025-10-03 13:13:01.000
"1/7/2025 11:30","1/7/2025 12:00",VERDADERO,voz,4.0,2.0,78.0,120.0,0.930232558,6.0,0.046511628,"00:00:17.467",0.619047619,0.0,"00:00:17.215","00:04:32.245","00:03:47.086","",2025-10-03 13:13:01.000
"1/7/2025 12:00","1/7/2025 12:30",VERDADERO,voz,19.0,3.0,26.0,106.0,0.828125,22.0,0.171875,"00:00:55.101",0.203125,0.0,"00:00:54.394","00:04:16.136","00:03:49.428","",2025-10-03 13:13:01.000
"1/7/2025 12:30","1/7/2025 13:00",VERDADERO,voz,15.0,2.0,22.0,118.0,0.861313869,17.0,0.124087591,"00:00:58.012",0.162962963,0.0,"00:00:57.958","00:05:02.011","00:04:15.150","",2025-10-03 13:13:01.000
"1/7/2025 13:00","1/7/2025 13:30",VERDADERO,voz,3.0,0.0,73.0,99.0,1.064516129,3.0,0.032258065,"00:00:18.734",0.715686275,0.0,"00:00:19.111","00:04:39.399","00:03:43.612","",2025-10-03 13:13:01.000
"1/7/2025 13:30","1/7/2025 14:00",VERDADERO,voz,6.0,0.0,62.0,89.0,0.917525773,6.0,0.06185567,"00:00:24.695",0.652631579,0.0,"00:00:27.538","00:04:39.554","00:03:52.293","",2025-10-03 13:13:01.000
"1/7/2025 14:00","1/7/2025 14:30",VERDADERO,voz,2.0,0.0,67.0,83.0,1.0,2.0,0.024096386,"00:00:10.914",0.788235294,0.0,"00:00:11.665","00:04:51.898","00:03:55.959","",2025-10-03 13:13:01.000
"1/7/2025 14:30","1/7/2025 15:00",VERDADERO,voz,0.0,1.0,79.0,79.0,0.9875,1.0,0.0125,"00:00:00.432",0.9875,0.0,"00:00:00.431","00:04:36.071","00:04:01.766","",2025-10-03 13:13:01.000
"1/7/2025 15:00","1/7/2025 15:30",VERDADERO,voz,2.0,0.0,86.0,98.0,0.98,2.0,0.02,"00:00:07.109",0.86,0.0,"00:00:07.996","00:04:40.403","00:03:50.333","",2025-10-03 13:13:01.000
"1/7/2025 15:30","1/7/2025 16:00",VERDADERO,voz,0.0,0.0,70.0,72.0,1.0,0.0,0.0,"00:00:01.921",0.972222222,0.0,"00:00:01.921","00:04:41.494","00:03:53.784","",2025-10-03 13:13:01.000
"1/7/2025 16:00","1/7/2025 16:30",VERDADERO,voz,0.0,0.0,57.0,74.0,1.0,0.0,0.0,"00:00:11.029",0.77027027,0.0,"00:00:11.029","00:04:19.358","00:03:47.869","",2025-10-03 13:13:01.000
"1/7/2025 16:30","1/7/2025 17:00",VERDADERO,voz,1.0,0.0,59.0,59.0,0.867647059,1.0,0.014705882,"00:00:00.474",0.983333333,0.0,"00:00:00.651","00:04:34.042","00:03:45.351","",2025-10-03 13:13:01.000
"1/7/2025 17:00","1/7/2025 17:30",VERDADERO,voz,34.0,0.0,0.0,47.0,0.618421053,34.0,0.447368421,"00:03:15.967",0.0,0.0,"00:02:48.336","00:05:55.949","00:05:07.009","",2025-10-03 13:13:01.000
"1/7/2025 17:30","1/7/2025 18:00",VERDADERO,voz,10.0,1.0,9.0,46.0,0.766666667,11.0,0.183333333,"00:01:23.010",0.157894737,0.0,"00:01:20.834","00:05:44.443","00:04:48.483","",2025-10-03 13:13:01.000
"1/7/2025 18:00","1/7/2025 18:30",VERDADERO,voz,36.0,0.0,0.0,22.0,0.372881356,36.0,0.610169492,"00:05:05.650",0.0,0.0,"00:03:43.851","00:06:21.678","00:05:05.354","",2025-10-03 13:13:01.000
"1/7/2025 18:30","1/7/2025 19:00",VERDADERO,voz,34.0,1.0,0.0,25.0,0.454545455,35.0,0.636363636,"00:03:45.110",0.0,0.0,"00:03:08.936","00:05:20.354","00:04:17.589","",2025-10-03 13:13:01.000
"1/7/2025 19:00","1/7/2025 19:30",VERDADERO,voz,20.0,0.0,0.0,25.0,0.480769231,20.0,0.384615385,"00:03:36.006",0.0,0.0,"00:03:06.470","00:05:49.848","00:04:41.627","",2025-10-03 13:13:01.000
"1/7/2025 19:30","1/7/2025 20:00",VERDADERO,voz,31.0,1.0,1.0,26.0,0.464285714,32.0,0.571428571,"00:04:53.169",0.017241379,0.0,"00:03:43.795","00:05:26.506","00:04:58.243","",2025-10-03 13:13:01.000
"1/7/2025 20:00","1/7/2025 20:30",VERDADERO,voz,25.0,1.0,0.0,17.0,0.414634146,26.0,0.634146341,"00:05:13.460",0.0,0.0,"00:03:51.248","00:07:41.919","00:05:50.914","",2025-10-03 13:13:01.000
"1/7/2025 20:30","1/7/2025 21:00",VERDADERO,voz,23.0,0.0,0.0,9.0,0.3,23.0,0.766666667,"00:04:22.912",0.0,0.0,"00:04:13.101","00:08:59.828","00:06:27.407","",2025-10-03 13:13:01.000
"1/7/2025 21:00","1/7/2025 21:30",VERDADERO,voz,14.0,0.0,1.0,5.0,0.277777778,14.0,0.777777778,"00:02:38.347",0.052631579,0.0,"00:03:20.443","00:09:30.951","00:07:37.974","",2025-10-03 13:13:01.000
"1/7/2025 21:30","1/7/2025 22:00",VERDADERO,voz,10.0,1.0,0.0,5.0,0.3125,11.0,0.6875,"00:05:00.158",0.0,0.0,"00:03:07.642","00:07:03.541","00:06:55.215","",2025-10-03 13:13:01.000
"1/7/2025 22:00","1/7/2025 22:30",VERDADERO,voz,5.0,0.0,2.0,7.0,0.7,5.0,0.5,"00:03:12.398",0.166666667,0.0,"00:03:12.663","00:09:00.479","00:07:10.090","",2025-10-03 13:13:01.000
"1/7/2025 22:30","1/7/2025 23:00",VERDADERO,voz,0.0,0.0,2.0,5.0,1.0,0.0,0.0,"00:01:03.669",0.4,0.0,"00:01:03.669","00:05:03.682","00:04:46.538","",2025-10-03 13:13:01.000
"1/7/2025 23:00","1/7/2025 23:30",VERDADERO,voz,0.0,0.0,2.0,2.0,1.0,0.0,0.0,"00:00:00.445",1.0,0.0,"00:00:00.445","00:07:32.273","00:05:47.069","",2025-10-03 13:13:01.000
"1/7/2025 23:30","2/7/2025 00:00",VERDADERO,voz,1.0,0.0,1.0,2.0,0.5,1.0,0.25,"00:02:09.572",0.333333333,0.0,"00:01:51.788","00:05:52.620","00:05:05.249","",2025-10-03 13:13:01.000
"2/7/2025 00:00","2/7/2025 00:30",VERDADERO,voz,1.0,0.0,2.0,3.0,1.0,1.0,0.333333333,"00:00:09.577",0.5,0.0,"00:00:29.445","00:06:08.142","00:04:24.812","",2025-10-03 13:13:01.000
"2/7/2025 00:30","2/7/2025 01:00",VERDADERO,voz,0.0,0.0,4.0,4.0,1.0,0.0,0.0,"00:00:00.719",1.0,0.0,"00:00:00.719","00:05:25.840","00:05:04.173","",2025-10-03 13:13:01.000
"2/7/2025 01:00","2/7/2025 01:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","00:04:54.647","00:03:25.520","",2025-10-03 13:13:01.000
"2/7/2025 01:30","2/7/2025 02:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"2/7/2025 02:00","2/7/2025 02:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"2/7/2025 02:30","2/7/2025 03:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"2/7/2025 03:00","2/7/2025 03:30",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"2/7/2025 03:30","2/7/2025 04:00",VERDADERO,voz,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"00:00:00.569",1.0,0.0,"00:00:00.569","00:06:32.048","00:06:32.048","",2025-10-03 13:13:01.000
"2/7/2025 04:00","2/7/2025 04:30",VERDADERO,voz,0.0,0.0,5.0,5.0,1.0,0.0,0.0,"00:00:00.453",1.0,0.0,"00:00:00.453","00:04:05.263","00:03:43.016","",2025-10-03 13:13:01.000
"2/7/2025 04:30","2/7/2025 05:00",VERDADERO,voz,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"00:00:00.450",1.0,0.0,"00:00:00.450","00:02:34.840","00:02:34.840","",2025-10-03 13:13:01.000
"2/7/2025 05:00","2/7/2025 05:30",VERDADERO,voz,0.0,0.0,3.0,3.0,1.0,0.0,0.0,"00:00:00.465",1.0,0.0,"00:00:00.465","00:04:04.150","00:04:04.150","",2025-10-03 13:13:01.000
"2/7/2025 05:30","2/7/2025 06:00",VERDADERO,voz,1.0,0.0,3.0,3.0,0.75,1.0,0.25,"00:00:06.154",0.75,0.0,"00:00:41.214","00:02:36.644","00:02:26.325","",2025-10-03 13:13:01.000
"2/7/2025 06:00","2/7/2025 06:30",VERDADERO,voz,0.0,0.0,1.0,3.0,1.0,0.0,0.0,"00:01:05.126",0.333333333,0.0,"00:01:05.126","00:04:50.887","00:04:50.887","",2025-10-03 13:13:01.000
"2/7/2025 06:30","2/7/2025 07:00",VERDADERO,voz,1.0,0.0,4.0,5.0,0.833333333,1.0,0.166666667,"00:00:41.218",0.666666667,0.0,"00:00:47.549","00:01:56.143","00:01:56.143","",2025-10-03 13:13:01.000
"2/7/2025 07:00","2/7/2025 07:30",VERDADERO,voz,0.0,0.0,10.0,10.0,1.0,0.0,0.0,"00:00:00.479",1.0,0.0,"00:00:00.479","00:02:59.721","00:02:40.685","",2025-10-03 13:13:01.000
"2/7/2025 07:30","2/7/2025 08:00",VERDADERO,voz,0.0,0.0,22.0,22.0,1.0,0.0,0.0,"00:00:00.426",1.0,0.0,"00:00:00.426","00:04:23.250","00:03:57.468","",2025-10-03 13:13:01.000
"2/7/2025 08:00","2/7/2025 08:30",VERDADERO,voz,0.0,0.0,49.0,49.0,1.0,0.0,0.0,"00:00:00.467",1.0,0.0,"00:00:00.467","00:04:17.319","00:03:44.088","",2025-10-03 13:13:01.000
"2/7/2025 08:30","2/7/2025 09:00",VERDADERO,voz,0.0,0.0,68.0,69.0,1.0,0.0,0.0,"00:00:01.411",0.985507246,0.0,"00:00:01.411","00:03:30.786","00:03:10.456","",2025-10-03 13:13:01.000
"2/7/2025 09:00","2/7/2025 09:30",VERDADERO,voz,1.0,0.0,71.0,85.0,0.988372093,1.0,0.011627907,"00:00:12.445",0.825581395,0.0,"00:00:12.830","00:04:19.570","00:03:48.491","",2025-10-03 13:13:01.000
"2/7/2025 09:30","2/7/2025 10:00",VERDADERO,voz,0.0,0.0,63.0,63.0,1.0,0.0,0.0,"00:00:00.925",1.0,0.0,"00:00:00.925","00:04:21.120","00:03:46.696","",2025-10-03 13:13:01.000
"2/7/2025 10:00","2/7/2025 10:30",VERDADERO,voz,3.0,0.0,55.0,95.0,0.969387755,3.0,0.030612245,"00:00:19.986",0.56122449,0.0,"00:00:20.429","00:04:03.771","00:03:47.480","",2025-10-03 13:13:01.000
"2/7/2025 10:30","2/7/2025 11:00",VERDADERO,voz,0.0,0.0,83.0,91.0,1.0,0.0,0.0,"00:00:04.249",0.912087912,0.0,"00:00:04.249","00:04:13.377","00:03:48.639","",2025-10-03 13:13:01.000
"2/7/2025 11:00","2/7/2025 11:30",VERDADERO,voz,0.0,1.0,92.0,94.0,0.989473684,1.0,0.010526316,"00:00:02.097",0.968421053,0.0,"00:00:02.157","00:04:09.053","00:03:29.742","",2025-10-03 13:13:01.000
"2/7/2025 11:30","2/7/2025 12:00",VERDADERO,voz,0.0,0.0,85.0,85.0,1.0,0.0,0.0,"00:00:00.842",1.0,0.0,"00:00:00.842","00:03:55.643","00:03:28.530","",2025-10-03 13:13:01.000
"2/7/2025 12:00","2/7/2025 12:30",VERDADERO,voz,1.0,0.0,86.0,97.0,0.989795918,1.0,0.010204082,"00:00:07.659",0.87755102,0.0,"00:00:08.113","00:04:34.468","00:03:56.781","",2025-10-03 13:13:01.000
"2/7/2025 12:30","2/7/2025 13:00",VERDADERO,voz,0.0,0.0,74.0,74.0,1.0,0.0,0.0,"00:00:00.514",1.0,0.0,"00:00:00.514","00:04:27.775","00:03:56.600","",2025-10-03 13:13:01.000
"2/7/2025 13:00","2/7/2025 13:30",VERDADERO,voz,0.0,0.0,81.0,81.0,1.0,0.0,0.0,"00:00:00.623",1.0,0.0,"00:00:00.623","00:04:21.891","00:03:42.142","",2025-10-03 13:13:01.000
"2/7/2025 13:30","2/7/2025 14:00",VERDADERO,voz,0.0,0.0,68.0,68.0,0.985507246,0.0,0.0,"00:00:00.421",1.0,0.0,"00:00:00.421","00:04:46.619","00:04:07.788","",2025-10-03 13:13:01.000
"2/7/2025 14:00","2/7/2025 14:30",VERDADERO,voz,0.0,0.0,66.0,66.0,1.015384615,0.0,0.0,"00:00:00.429",1.0,0.0,"00:00:00.429","00:04:41.120","00:04:04.542","",2025-10-03 13:13:01.000
"2/7/2025 14:30","2/7/2025 15:00",VERDADERO,voz,0.0,0.0,70.0,70.0,1.0,0.0,0.0,"00:00:00.441",1.0,0.0,"00:00:00.441","00:04:34.960","00:04:00.497","",2025-10-03 13:13:01.000
"2/7/2025 15:00","2/7/2025 15:30",VERDADERO,voz,0.0,0.0,52.0,52.0,1.0,0.0,0.0,"00:00:00.437",1.0,0.0,"00:00:00.437","00:04:32.967","00:03:59.988","",2025-10-03 13:13:01.000
"2/7/2025 15:30","2/7/2025 16:00",VERDADERO,voz,0.0,0.0,68.0,69.0,1.0,0.0,0.0,"00:00:00.842",0.985507246,0.0,"00:00:00.842","00:03:25.934","00:03:01.747","",2025-10-03 13:13:01.000
"2/7/2025 16:00","2/7/2025 16:30",VERDADERO,voz,0.0,0.0,73.0,76.0,0.962025316,0.0,0.0,"00:00:02.497",0.960526316,0.0,"00:00:02.497","00:05:08.529","00:04:21.413","",2025-10-03 13:13:01.000
"2/7/2025 16:30","2/7/2025 17:00",VERDADERO,voz,3.0,0.0,66.0,77.0,1.0,3.0,0.038961039,"00:00:08.772",0.825,0.0,"00:00:11.875","00:05:08.122","00:04:19.172","",2025-10-03 13:13:01.000
"2/7/2025 17:00","2/7/2025 17:30",VERDADERO,voz,0.0,1.0,36.0,46.0,0.978723404,1.0,0.021276596,"00:00:13.493",0.765957447,0.0,"00:00:13.364","00:05:34.983","00:04:40.236","",2025-10-03 13:13:01.000
"2/7/2025 17:30","2/7/2025 18:00",VERDADERO,voz,3.0,0.0,25.0,49.0,0.875,3.0,0.053571429,"00:00:49.902",0.480769231,0.0,"00:00:53.140","00:04:41.477","00:04:02.087","",2025-10-03 13:13:01.000
"2/7/2025 18:00","2/7/2025 18:30",VERDADERO,voz,38.0,1.0,0.0,36.0,0.409090909,39.0,0.443181818,"00:03:18.760",0.0,0.0,"00:02:40.986","00:05:05.365","00:04:24.370","",2025-10-03 13:13:01.000
"2/7/2025 18:30","2/7/2025 19:00",VERDADERO,voz,59.0,1.0,0.0,61.0,0.544642857,60.0,0.535714286,"00:03:38.491",0.0,0.0,"00:03:01.659","00:03:42.517","00:03:13.881","",2025-10-03 13:13:01.000
"2/7/2025 19:00","2/7/2025 19:30",VERDADERO,voz,64.0,0.0,0.0,33.0,0.326732673,64.0,0.633663366,"00:04:35.706",0.0,0.0,"00:03:04.171","00:03:45.550","00:03:08.656","",2025-10-03 13:13:01.000
"2/7/2025 19:30","2/7/2025 20:00",VERDADERO,voz,67.0,0.0,0.0,34.0,0.343434343,67.0,0.676767677,"00:04:57.096",0.0,0.0,"00:03:28.818","00:04:11.949","00:03:22.812","",2025-10-03 13:13:01.000
"2/7/2025 20:00","2/7/2025 20:30",VERDADERO,voz,28.0,0.0,0.0,34.0,0.586206897,28.0,0.482758621,"00:03:56.448",0.0,0.0,"00:03:23.219","00:05:34.991","00:04:53.858","",2025-10-03 13:13:01.000
"2/7/2025 20:30","2/7/2025 21:00",VERDADERO,voz,28.0,2.0,0.0,25.0,0.480769231,30.0,0.576923077,"00:06:56.915",0.0,0.0,"00:04:51.231","00:07:37.210","00:06:31.880","",2025-10-03 13:13:01.000
"2/7/2025 21:00","2/7/2025 21:30",VERDADERO,voz,6.0,0.0,0.0,11.0,0.733333333,6.0,0.4,"00:02:12.877",0.0,0.0,"00:02:12.049","00:06:46.593","00:05:45.874","",2025-10-03 13:13:01.000
"2/7/2025 21:30","2/7/2025 22:00",VERDADERO,voz,7.0,0.0,4.0,10.0,0.625,7.0,0.4375,"00:04:09.915",0.235294118,0.0,"00:03:44.426","00:05:09.610","00:04:17.672","",2025-10-03 13:13:01.000
"2/7/2025 22:00","2/7/2025 22:30",VERDADERO,voz,17.0,0.0,2.0,10.0,0.37037037,17.0,0.62962963,"00:03:53.510",0.074074074,0.0,"00:03:12.285","00:05:24.425","00:04:38.639","",2025-10-03 13:13:01.000
"2/7/2025 22:30","2/7/2025 23:00",VERDADERO,voz,10.0,0.0,1.0,8.0,0.444444444,10.0,0.555555556,"00:04:10.922",0.055555556,0.0,"00:03:02.483","00:08:39.870","00:05:48.358","",2025-10-03 13:13:01.000
"2/7/2025 23:00","2/7/2025 23:30",VERDADERO,voz,0.0,0.0,5.0,5.0,0.714285714,0.0,0.0,"00:00:00.379",1.0,0.0,"00:00:00.379","00:11:43.440","00:11:11.123","",2025-10-03 13:13:01.000
"2/7/2025 23:30","3/7/2025 00:00",VERDADERO,voz,7.0,0.0,3.0,8.0,0.615384615,7.0,0.538461538,"00:01:36.255",0.2,0.0,"00:01:49.074","00:04:04.685","00:03:24.320","",2025-10-03 13:13:01.000
"3/7/2025 00:00","3/7/2025 00:30",VERDADERO,voz,0.0,0.0,2.0,2.0,1.0,0.0,0.0,"00:00:00.415",1.0,0.0,"00:00:00.415","00:01:20.698","00:01:20.698","",2025-10-03 13:13:01.000
"3/7/2025 00:30","3/7/2025 01:00",VERDADERO,voz,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"00:00:00.487",1.0,0.0,"00:00:00.487","00:05:06.383","00:05:06.383","",2025-10-03 13:13:01.000
"3/7/2025 01:00","3/7/2025 01:30",VERDADERO,voz,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"",0.0,0.0,"00:00:25.708","","","",2025-10-03 13:13:01.000
"3/7/2025 01:30","3/7/2025 02:00",VERDADERO,voz,1.0,0.0,3.0,3.0,0.75,1.0,0.25,"00:00:00.401",0.75,0.0,"00:00:26.594","00:03:04.933","00:03:04.933","",2025-10-03 13:13:01.000
"3/7/2025 02:00","3/7/2025 02:30",VERDADERO,voz,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"00:02:25.604",0.0,0.0,"00:02:25.604","00:06:50.930","00:06:09.945","",2025-10-03 13:13:01.000
"3/7/2025 02:30","3/7/2025 03:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"3/7/2025 03:00","3/7/2025 03:30",VERDADERO,voz,0.0,0.0,1.0,2.0,1.0,0.0,0.0,"00:00:14.553",0.5,0.0,"00:00:14.553","00:03:13.476","00:03:13.476","",2025-10-03 13:13:01.000
"3/7/2025 03:30","3/7/2025 04:00",VERDADERO,voz,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"",0.0,0.0,"00:01:40.545","00:07:26.329","00:05:17.284","",2025-10-03 13:13:01.000
"3/7/2025 04:00","3/7/2025 04:30",VERDADERO,voz,1.0,0.0,1.0,1.0,0.5,1.0,0.5,"00:00:00.520",0.5,0.0,"00:02:00.697","00:05:37.034","00:05:37.034","",2025-10-03 13:13:01.000
"3/7/2025 04:30","3/7/2025 05:00",VERDADERO,voz,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"00:00:00.471",1.0,0.0,"00:00:00.471","00:08:08.984","00:06:51.327","",2025-10-03 13:13:01.000
"3/7/2025 05:00","3/7/2025 05:30",VERDADERO,voz,0.0,0.0,2.0,2.0,1.0,0.0,0.0,"00:00:00.433",1.0,0.0,"00:00:00.433","00:01:28.288","00:01:28.288","",2025-10-03 13:13:01.000
"3/7/2025 05:30","3/7/2025 06:00",VERDADERO,voz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",2025-10-03 13:13:01.000
"3/7/2025 06:00","3/7/2025 06:30",VERDADERO,voz,0.0,0.0,5.0,5.0,1.0,0.0,0.0,"00:00:00.655",1.0,0.0,"00:00:00.655","00:02:00.760","00:02:00.760","",2025-10-03 13:13:01.000
"3/7/2025 06:30","3/7/2025 07:00",VERDADERO,voz,0.0,0.0,2.0,2.0,1.0,0.0,0.0,"00:00:00.505",1.0,0.0,"00:00:00.505","00:01:52.345","00:01:52.345","",2025-10-03 13:13:01.000
"3/7/2025 07:00","3/7/2025 07:30",VERDADERO,voz,0.0,0.0,12.0,12.0,1.0,0.0,0.0,"00:00:00.458",1.0,0.0,"00:00:00.458","00:03:30.874","00:03:03.857","",2025-10-03 13:13:01.000
"3/7/2025 07:30","3/7/2025 08:00",VERDADERO,voz,0.0,0.0,22.0,22.0,1.0,0.0,0.0,"00:00:00.685",1.0,0.0,"00:00:00.685","00:03:29.592","00:03:19.504","",2025-10-03 13:13:01.000
"3/7/2025 08:00","3/7/2025 08:30",VERDADERO,voz,0.0,0.0,47.0,47.0,1.0,0.0,0.0,"00:00:00.452",1.0,0.0,"00:00:00.452","00:03:38.148","00:03:19.827","",2025-10-03 13:13:01.000
"3/7/2025 08:30","3/7/2025 09:00",VERDADERO,voz,2.0,0.0,65.0,71.0,0.97260274,2.0,0.02739726,"00:00:05.522",0.890410959,0.0,"00:00:05.988","00:03:50.460","00:03:29.143","",2025-10-03 13:13:01.000
"3/7/2025 09:00","3/7/2025 09:30",VERDADERO,voz,0.0,0.0,71.0,71.0,1.0,0.0,0.0,"00:00:00.500",1.0,0.0,"00:00:00.500","00:03:39.280","00:03:11.999","",2025-10-03 13:13:01.000
"3/7/2025 09:30","3/7/2025 10:00",VERDADERO,voz,0.0,0.0,92.0,92.0,1.0,0.0,0.0,"00:00:00.419",1.0,0.0,"00:00:00.419","00:03:47.910","00:03:23.983","",2025-10-03 13:13:01.000
